,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost Price
998,Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,24.1,5,0.0,9.158,2.9884000000000004
999,Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,33.11,7,0.0,12.9129,2.8853
1000,Standard Class,Home Office,Vancouver,Washington,West,Office Supplies,Art,44.02,2,0.0,11.4452,16.2874
1001,Same Day,Consumer,New York City,New York,East,Technology,Accessories,2309.65,7,0.0,762.1845,221.06650000000005
1002,Same Day,Consumer,New York City,New York,East,Furniture,Tables,1090.782,7,0.4,-290.8752,276.33143999999993
1003,Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,19.44,3,0.0,9.3312,3.3696
1004,Standard Class,Consumer,Murrieta,California,West,Office Supplies,Storage,484.65,3,0.0,92.0835,130.85549999999998
1005,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Paper,115.296,3,0.2,40.3536,29.976960000000002
1006,First Class,Consumer,Scottsdale,Arizona,West,Office Supplies,Envelopes,7.08,3,0.2,2.478,1.8408
1007,First Class,Consumer,Scottsdale,Arizona,West,Office Supplies,Binders,4.401,3,0.7,-3.5208,4.489019999999999
1008,Standard Class,Consumer,Burlington,Iowa,Central,Office Supplies,Paper,44.75,5,0.0,20.585,4.833
1009,First Class,Consumer,Chicago,Illinois,Central,Technology,Phones,95.984,2,0.2,5.999,53.991
1010,First Class,Consumer,San Diego,California,West,Furniture,Furnishings,151.72,4,0.0,27.3096,31.1026
1011,Second Class,Consumer,Olympia,Washington,West,Furniture,Furnishings,155.25,3,0.0,46.575,36.225
1012,Second Class,Consumer,Olympia,Washington,West,Office Supplies,Storage,14.03,1,0.0,4.0687,9.9613
1013,Second Class,Consumer,Seattle,Washington,West,Furniture,Tables,1618.37,13,0.0,356.0414,97.10219999999998
1014,Second Class,Consumer,Seattle,Washington,West,Technology,Accessories,99.6,1,0.0,36.852,62.748
1015,Second Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,32.4,5,0.0,15.552,3.3695999999999997
1016,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,13.96,2,0.0,6.7008,3.6296000000000004
1017,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,155.82,3,0.0,63.8862,30.644599999999997
1018,Standard Class,Corporate,New York City,New York,East,Technology,Phones,124.95,5,0.0,2.499,24.4902
1019,Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,601.65,5,0.0,156.429,89.0442
1020,Standard Class,Consumer,Washington,District of Columbia,East,Office Supplies,Art,22.74,3,0.0,8.8686,4.623799999999999
1021,Standard Class,Consumer,Washington,District of Columbia,East,Furniture,Chairs,1267.53,3,0.0,316.8825,316.8825
1022,Standard Class,Consumer,Washington,District of Columbia,East,Technology,Machines,1379.92,8,0.0,648.5624,91.4197
1023,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,6.207999999999999,2,0.2,2.1728,2.4211199999999997
1024,First Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,11.808,2,0.2,4.2804,4.516559999999999
1025,Second Class,Home Office,Springfield,Ohio,East,Office Supplies,Paper,15.552,3,0.2,5.4432,4.043519999999999
1026,Second Class,Home Office,Springfield,Ohio,East,Office Supplies,Paper,63.312,3,0.2,20.5764,17.09424
1027,Second Class,Home Office,Springfield,Ohio,East,Technology,Phones,15.588,2,0.4,-9.8724,17.82228
1028,Standard Class,Corporate,Hackensack,New Jersey,East,Office Supplies,Paper,177.2,5,0.0,83.28399999999999,18.7832
1029,Standard Class,Corporate,Hackensack,New Jersey,East,Technology,Phones,197.97,3,0.0,57.4113,46.8529
1030,Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Chairs,854.94,3,0.0,213.735,213.735
1031,Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,124.11,9,0.0,52.1262,7.998200000000001
1032,Standard Class,Corporate,Hackensack,New Jersey,East,Office Supplies,Labels,14.4,5,0.0,7.056,1.4688
1033,First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Paper,15.696,3,0.2,5.1012,4.237919999999999
1034,First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,2.628,2,0.7,-1.9272,3.87192
1035,First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,14.427,3,0.7,-10.5798,14.170519999999998
1036,Standard Class,Home Office,Jefferson City,Missouri,Central,Furniture,Furnishings,86.62,2,0.0,8.662,38.979
1037,First Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,36.624,3,0.2,13.734000000000002,9.155999999999999
1038,First Class,Consumer,Burlington,North Carolina,South,Office Supplies,Art,23.968000000000004,7,0.2,2.6964,3.6465600000000005
1039,First Class,Consumer,Burlington,North Carolina,South,Office Supplies,Art,28.728,3,0.2,1.7955,10.773000000000001
1040,Standard Class,Home Office,Saint Peters,Missouri,Central,Furniture,Tables,697.16,4,0.0,146.4036,137.6891
1041,Second Class,Consumer,New York City,New York,East,Technology,Accessories,31.86,2,0.0,11.151,10.3545
1042,Second Class,Consumer,New York City,New York,East,Furniture,Bookcases,722.352,3,0.2,90.294,252.82319999999999
1043,First Class,Corporate,Chicago,Illinois,Central,Office Supplies,Art,8.84,5,0.2,2.9835,1.40556
1044,First Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,58.464,9,0.8,-146.16,40.924800000000005
1045,Standard Class,Home Office,Rockford,Illinois,Central,Furniture,Chairs,254.604,14,0.3,-18.186,25.330500000000004
1046,Standard Class,Consumer,Miami,Florida,South,Technology,Phones,1363.96,5,0.2,85.2475,306.891
1047,Standard Class,Consumer,Miami,Florida,South,Furniture,Furnishings,102.36,3,0.2,-3.8385,42.47939999999999
1048,Second Class,Consumer,San Francisco,California,West,Technology,Phones,1113.504,12,0.2,125.2692,98.82347999999999
1049,Second Class,Consumer,San Francisco,California,West,Technology,Accessories,99.99,1,0.0,37.9962,61.99379999999999
1050,First Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,168.46400000000003,2,0.2,-29.4812,118.76712
1051,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,6.72,2,0.2,2.436,2.5704
1052,First Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,282.888,9,0.2,56.5776,30.174719999999997
1053,Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,11.16,2,0.0,4.3524,3.4038
1054,Standard Class,Home Office,New York City,New York,East,Furniture,Furnishings,108.4,2,0.0,22.764,42.818000000000005
1055,Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,82.344,3,0.2,27.7911,21.821159999999995
1056,Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,9.088,4,0.2,3.2944,1.7380799999999998
1057,Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,19.936,4,0.2,7.2268,3.8127599999999995
1058,Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,65.568,2,0.2,22.9488,25.57152
1059,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,4.416,3,0.2,1.6008,1.1260800000000002
1060,Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,107.772,2,0.3,-29.2524,89.06586000000001
1061,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Appliances,45.216,3,0.2,4.5216,16.27776
1062,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Fasteners,10.415999999999999,7,0.2,-2.2134,2.16504
1063,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Art,7.872000000000001,3,0.2,1.2792,2.63712
1064,Standard Class,Corporate,Toledo,Ohio,East,Technology,Phones,118.78200000000001,3,0.4,-27.7158,68.36564
1065,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Fasteners,1.4480000000000002,1,0.2,0.2353,1.45524
1066,Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Binders,55.47,5,0.7,-46.225,34.576299999999996
1067,First Class,Consumer,San Francisco,California,West,Furniture,Chairs,194.84799999999998,4,0.2,12.177999999999999,54.800999999999995
1068,Second Class,Consumer,Brownsville,Texas,Central,Office Supplies,Supplies,1.744,1,0.2,-0.3488,2.51136
1069,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,25.176,4,0.7,-18.4624,18.546319999999998
1070,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Art,19.46,7,0.0,5.0596,2.0572000000000004
1071,Standard Class,Home Office,Denver,Colorado,West,Office Supplies,Paper,29.471999999999998,3,0.2,9.9468,7.810079999999998
1072,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,8.64,2,0.2,3.0239999999999996,3.3696000000000006
1073,Standard Class,Consumer,Mesa,Arizona,West,Office Supplies,Binders,6.27,5,0.7,-4.598,3.6951199999999993
1074,Standard Class,Consumer,Mesa,Arizona,West,Office Supplies,Binders,4.368,7,0.7,-3.3488,1.87408
1075,Standard Class,Consumer,Mesa,Arizona,West,Technology,Accessories,31.984,2,0.2,1.999,17.991
1076,First Class,Home Office,Columbus,Indiana,Central,Office Supplies,Art,40.88,7,0.0,10.6288,4.321600000000001
1077,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,119.96,2,0.0,33.5888,43.185599999999994
1078,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,31.44,3,0.0,8.4888,7.6504
1079,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,6.88,1,0.2,2.322,5.4696
1080,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,19.92,4,0.0,9.3624,2.6394000000000006
1081,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Chairs,1106.91,9,0.0,121.7601,109.46110000000002
1082,Standard Class,Consumer,Yonkers,New York,East,Furniture,Tables,836.592,8,0.4,-264.9208,192.76474
1083,Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Paper,26.38,1,0.0,12.1348,14.245199999999999
1084,Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Storage,362.92,2,0.0,105.2468,128.8366
1085,Standard Class,Consumer,Yonkers,New York,East,Technology,Machines,4899.93,7,0.0,2400.9657,356.99490000000003
1086,Same Day,Consumer,Des Moines,Iowa,Central,Office Supplies,Paper,6.48,1,0.0,3.1104,3.3696000000000006
1087,Second Class,Corporate,Oakland,California,West,Technology,Phones,71.976,3,0.2,7.1976,25.91136
1088,Second Class,Corporate,Oakland,California,West,Office Supplies,Labels,3.15,1,0.0,1.5119999999999998,1.6380000000000001
1089,Standard Class,Corporate,Monroe,North Carolina,South,Furniture,Furnishings,31.984,2,0.2,1.999,17.991
1090,Standard Class,Corporate,Monroe,North Carolina,South,Technology,Phones,71.984,2,0.2,25.1944,28.073759999999996
1091,Standard Class,Consumer,San Diego,California,West,Office Supplies,Art,120.15,9,0.0,33.641999999999996,9.612000000000002
1092,Standard Class,Consumer,San Diego,California,West,Technology,Phones,219.18400000000003,2,0.2,19.1786,120.00324000000002
1093,Standard Class,Home Office,Clinton,Maryland,East,Office Supplies,Paper,28.9,5,0.0,14.161,2.9478
1094,Standard Class,Home Office,Clinton,Maryland,East,Office Supplies,Appliances,355.96,2,0.0,103.2284,126.3658
1095,Standard Class,Home Office,Charlotte,North Carolina,South,Office Supplies,Storage,348.208,7,0.2,30.4682,54.46968
1096,Standard Class,Home Office,Charlotte,North Carolina,South,Office Supplies,Binders,35.784,7,0.7,-28.6272,15.642719999999999
1097,First Class,Corporate,Los Angeles,California,West,Furniture,Tables,447.84,5,0.2,11.196,104.79455999999998
1098,First Class,Home Office,San Francisco,California,West,Office Supplies,Art,7.04,4,0.0,2.0416,1.2496
1099,First Class,Home Office,San Francisco,California,West,Furniture,Furnishings,8.73,3,0.0,4.1031,1.5423
1100,First Class,Home Office,San Francisco,California,West,Technology,Accessories,29.29,1,0.0,9.6657,19.624299999999998
1101,First Class,Home Office,San Francisco,California,West,Office Supplies,Art,8.64,3,0.0,2.5056,2.0448000000000004
1102,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.694,3,0.8,-4.7145,4.4451
1103,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.9339999999999997,3,0.8,-4.9878,4.75308
1104,Standard Class,Consumer,Riverside,California,West,Office Supplies,Paper,22.92,3,0.0,11.2308,3.8964000000000003
1105,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,100.704,6,0.2,-16.3644,23.413679999999996
1106,Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,2.3280000000000003,2,0.6,-0.7566,2.4676800000000005
1107,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,10.78,5,0.8,-17.248,10.09008
1108,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,58.368,12,0.2,21.888,3.6480000000000006
1109,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,40.968,3,0.2,13.8267,10.85652
1110,Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,71.96,5,0.2,25.186,11.22576
1111,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,4.04352
1112,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.192,2,0.8,-2.0264,2.89656
1113,Second Class,Consumer,Encinitas,California,West,Office Supplies,Binders,46.672,2,0.2,16.3352,18.20208
1114,Second Class,Consumer,Encinitas,California,West,Furniture,Bookcases,119.833,1,0.15,-12.6882,152.39937999999998
1115,Second Class,Consumer,Encinitas,California,West,Technology,Accessories,119.98,2,0.0,57.5904,31.1948
1116,Second Class,Corporate,San Francisco,California,West,Office Supplies,Labels,6.3,2,0.0,3.0239999999999996,1.6380000000000001
1117,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Paper,279.9,5,0.0,137.151,28.549799999999994
1118,Standard Class,Consumer,Roswell,Georgia,South,Technology,Accessories,619.95,5,0.0,111.59100000000001,101.6718
1119,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Paper,4.36,2,0.0,2.0492,1.1554000000000002
1120,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Envelopes,15.28,2,0.0,7.4872,3.8964
1121,Standard Class,Consumer,Jonesboro,Arkansas,South,Technology,Phones,699.93,7,0.0,181.9818,73.9926
1122,Standard Class,Consumer,Jonesboro,Arkansas,South,Office Supplies,Art,22.96,7,0.0,6.6584,2.3288
1123,Standard Class,Consumer,Jonesboro,Arkansas,South,Furniture,Furnishings,38.6,4,0.0,11.58,6.755000000000001
1124,Standard Class,Consumer,Jonesboro,Arkansas,South,Office Supplies,Art,6.63,3,0.0,1.7901,1.6133
1125,Standard Class,Consumer,Jonesboro,Arkansas,South,Office Supplies,Envelopes,23.34,3,0.0,10.9698,4.1234
1126,Standard Class,Consumer,Jonesboro,Arkansas,South,Furniture,Chairs,1067.94,3,0.0,224.2674,281.22420000000005
1127,Standard Class,Home Office,Richmond,Indiana,Central,Office Supplies,Art,10.16,1,0.0,2.6416,7.5184
1128,Standard Class,Home Office,Richmond,Indiana,Central,Office Supplies,Envelopes,101.88,6,0.0,50.94,8.49
1129,Standard Class,Consumer,Springfield,Virginia,South,Furniture,Tables,343.92,4,0.0,75.6624,67.0644
1130,Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Paper,40.99,1,0.0,20.0851,20.9049
1131,Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Envelopes,63.9,5,0.0,28.755,7.028999999999999
1132,First Class,Corporate,Antioch,California,West,Office Supplies,Paper,19.44,3,0.0,9.3312,3.3696
1133,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,124.60799999999999,4,0.2,-23.364,44.39159999999999
1134,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Labels,7.56,3,0.2,2.6460000000000004,1.9655999999999998
1135,Same Day,Consumer,Homestead,Florida,South,Office Supplies,Storage,85.22399999999999,3,0.2,7.4571,31.106759999999994
1136,Second Class,Corporate,La Porte,Indiana,Central,Office Supplies,Envelopes,287.52,8,0.0,129.384,19.767
1137,Second Class,Corporate,La Porte,Indiana,Central,Office Supplies,Appliances,37.68,2,0.0,10.5504,13.5648
1138,Second Class,Corporate,La Porte,Indiana,Central,Office Supplies,Paper,19.98,2,0.0,8.991,5.4945
1139,Second Class,Corporate,La Porte,Indiana,Central,Office Supplies,Art,20.58,7,0.0,5.5566,2.1462
1140,Second Class,Corporate,La Porte,Indiana,Central,Office Supplies,Binders,17.38,2,0.0,8.69,4.345
1141,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,204.6,2,0.0,53.196000000000005,75.702
1142,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,8.72,4,0.0,2.8776,1.4606000000000001
1143,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,6.48,1,0.0,3.1104,3.3696000000000006
1144,Standard Class,Consumer,Los Angeles,California,West,Technology,Machines,686.32,2,0.2,223.054,277.9596
1145,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,62.18,1,0.0,16.7886,45.391400000000004
1146,Same Day,Consumer,Lansing,Michigan,Central,Office Supplies,Appliances,644.076,2,0.1,107.346,295.2015
1147,Same Day,Consumer,Lansing,Michigan,Central,Office Supplies,Fasteners,5.84,2,0.0,2.628,1.6059999999999999
1148,Same Day,Consumer,Lansing,Michigan,Central,Office Supplies,Binders,12.76,2,0.0,5.8696,3.4452
1149,Same Day,Consumer,Lansing,Michigan,Central,Technology,Phones,10.95,1,0.0,0.43799999999999994,10.511999999999999
1150,Same Day,Consumer,Lansing,Michigan,Central,Technology,Copiers,599.98,2,0.0,209.993,194.9935
1151,Standard Class,Corporate,Cuyahoga Falls,Ohio,East,Furniture,Furnishings,8.352,6,0.2,1.2528,1.41984
1152,Standard Class,Corporate,Reno,Nevada,West,Office Supplies,Art,3.64,2,0.0,1.6380000000000001,1.001
1153,Standard Class,Corporate,Reno,Nevada,West,Office Supplies,Binders,159.768,7,0.2,53.9217,18.14508
1154,First Class,Home Office,Harrisonburg,Virginia,South,Office Supplies,Storage,122.48,2,0.0,0.0,61.24
1155,First Class,Home Office,Harrisonburg,Virginia,South,Furniture,Tables,2244.48,7,0.0,493.7856,250.09920000000002
